PacketRecordID,TestDayCode,TestRound,Distance_m,Direction,Azimuth_deg,PacketSequence,Received,RSSI_dBm,SNR_dB,ObstructionClass,GatewaySiteCode,TransmitterSiteCode,SourceSentinelValue,SignalMetricValid
LORA_250M_NE_036,DAY_01,1,250,NE,45,36,1,-131.1,-4.4,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_037,DAY_01,1,250,NE,45,37,1,-140.8,-3.4,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_038,DAY_01,1,250,NE,45,38,1,-134.3,-5.4,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_039,DAY_01,1,250,NE,45,39,1,-140.5,-3.5,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_040,DAY_01,1,250,NE,45,40,1,-135.4,-4.5,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_041,DAY_01,1,250,NE,45,41,1,-137.6,-1,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_042,DAY_01,1,250,NE,45,42,1,-134.6,-2,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_043,DAY_01,1,250,NE,45,43,1,-137.4,-2.5,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_044,DAY_01,1,250,NE,45,44,0,,,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,91,0
LORA_250M_NE_045,DAY_01,1,250,NE,45,45,1,-129.6,-3.2,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_046,DAY_01,1,250,NE,45,46,0,,,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,91,0
LORA_250M_NE_047,DAY_01,1,250,NE,45,47,1,-141.6,-2.9,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_048,DAY_01,1,250,NE,45,48,1,-132.6,-4,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_049,DAY_01,1,250,NE,45,49,1,-135.9,-4.5,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_050,DAY_01,1,250,NE,45,50,0,,,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,91,0
LORA_250M_NE_051,DAY_01,1,250,NE,45,51,1,-135,-0.8,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_052,DAY_01,1,250,NE,45,52,1,-133.1,-4.3,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_053,DAY_01,1,250,NE,45,53,1,-138.4,-5.1,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_054,DAY_01,1,250,NE,45,54,0,,,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,91,0
LORA_250M_NE_055,DAY_01,1,250,NE,45,55,1,-137.9,-5.4,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_056,DAY_01,1,250,NE,45,56,1,-137,-1.9,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_057,DAY_01,1,250,NE,45,57,1,-136.7,-3.7,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_058,DAY_01,1,250,NE,45,58,1,-142,-2.4,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_059,DAY_01,1,250,NE,45,59,1,-136.1,-2.7,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_060,DAY_01,1,250,NE,45,60,1,-136.1,-5,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_061,DAY_01,1,250,NE,45,61,1,-140.4,-3.5,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_062,DAY_01,1,250,NE,45,62,0,,,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,91,0
LORA_250M_NE_063,DAY_01,1,250,NE,45,63,0,,,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,91,0
LORA_250M_NE_064,DAY_01,1,250,NE,45,64,1,-133.3,-2.3,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_065,DAY_01,1,250,NE,45,65,1,-136.8,-5.6,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_066,DAY_01,1,250,NE,45,66,1,-136.5,-3.3,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_067,DAY_01,1,250,NE,45,67,1,-136.3,-3.3,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_068,DAY_01,1,250,NE,45,68,1,-135.2,-1.6,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_069,DAY_01,1,250,NE,45,69,1,-133.7,-3,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_070,DAY_01,1,250,NE,45,70,1,-136.2,-1.6,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_071,DAY_01,1,250,NE,45,71,1,-139.8,-1.7,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_072,DAY_01,1,250,NE,45,72,0,,,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,91,0
LORA_250M_NE_073,DAY_01,1,250,NE,45,73,1,-131.3,-2.3,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_074,DAY_01,1,250,NE,45,74,1,-132.4,-4.4,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_075,DAY_01,1,250,NE,45,75,1,-136.4,-5.3,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_076,DAY_01,1,250,NE,45,76,1,-132.8,-1.6,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_077,DAY_01,1,250,NE,45,77,1,-141.3,-5,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_078,DAY_01,1,250,NE,45,78,1,-140.2,-2.9,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_079,DAY_01,1,250,NE,45,79,1,-139.7,-4.7,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_080,DAY_01,1,250,NE,45,80,1,-130.1,-2.6,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_081,DAY_01,1,250,NE,45,81,1,-137.8,-3.9,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_082,DAY_01,1,250,NE,45,82,1,-128.3,-4,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_083,DAY_01,1,250,NE,45,83,1,-135.1,-2.4,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_084,DAY_01,1,250,NE,45,84,1,-135.6,-3.4,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_085,DAY_01,1,250,NE,45,85,0,,,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,91,0
LORA_250M_NE_086,DAY_01,1,250,NE,45,86,1,-138.3,-3.2,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_087,DAY_01,1,250,NE,45,87,1,-133,-3.5,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_088,DAY_01,1,250,NE,45,88,1,-132.8,-3.7,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_089,DAY_01,1,250,NE,45,89,1,-133.1,-1.6,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_090,DAY_01,1,250,NE,45,90,0,,,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,91,0
LORA_250M_NE_091,DAY_01,1,250,NE,45,91,1,-131.4,-3.9,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_092,DAY_01,1,250,NE,45,92,0,,,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,91,0
LORA_250M_NE_093,DAY_01,1,250,NE,45,93,1,-132.5,-4.9,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_094,DAY_01,1,250,NE,45,94,1,-130.4,-3.6,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_095,DAY_01,1,250,NE,45,95,1,-136.7,-1.2,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_096,DAY_01,1,250,NE,45,96,1,-132.4,-4.4,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_097,DAY_01,1,250,NE,45,97,1,-133.3,-2.7,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_098,DAY_01,1,250,NE,45,98,1,-131.7,-4.5,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_NE_099,DAY_01,1,250,NE,45,99,0,,,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,91,0
LORA_250M_NE_100,DAY_01,1,250,NE,45,100,1,-134.5,-5.6,multiple_walls_long_range_edge_link,GW_01,TX_250M_NE,,1
LORA_250M_E_001,DAY_01,1,250,E,90,1,1,-137.5,-3.8,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_002,DAY_01,1,250,E,90,2,1,-131.7,-1.8,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_003,DAY_01,1,250,E,90,3,1,-141.8,-4.4,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_004,DAY_01,1,250,E,90,4,0,,,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,91,0
LORA_250M_E_005,DAY_01,1,250,E,90,5,1,-139.6,-3,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_006,DAY_01,1,250,E,90,6,1,-141.6,-1.7,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_007,DAY_01,1,250,E,90,7,1,-133.8,-4.2,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_008,DAY_01,1,250,E,90,8,1,-135.7,-4.8,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_009,DAY_01,1,250,E,90,9,0,,,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,91,0
LORA_250M_E_010,DAY_01,1,250,E,90,10,0,,,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,91,0
LORA_250M_E_011,DAY_01,1,250,E,90,11,1,-136.2,-4.8,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_012,DAY_01,1,250,E,90,12,0,,,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,91,0
LORA_250M_E_013,DAY_01,1,250,E,90,13,1,-140.9,-4.4,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_014,DAY_01,1,250,E,90,14,1,-131.4,-2,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_015,DAY_01,1,250,E,90,15,1,-137.1,-3,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_016,DAY_01,1,250,E,90,16,1,-135.2,-4.2,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_017,DAY_01,1,250,E,90,17,1,-135.5,-1.6,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_018,DAY_01,1,250,E,90,18,1,-130.8,-4.2,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_019,DAY_01,1,250,E,90,19,1,-135.5,-6.1,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_020,DAY_01,1,250,E,90,20,1,-136.6,-3.7,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_021,DAY_01,1,250,E,90,21,1,-131.9,-4.3,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_022,DAY_01,1,250,E,90,22,1,-140.6,-3,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_023,DAY_01,1,250,E,90,23,1,-132.1,-4.4,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_024,DAY_01,1,250,E,90,24,1,-137,-4.6,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_025,DAY_01,1,250,E,90,25,0,,,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,91,0
LORA_250M_E_026,DAY_01,1,250,E,90,26,1,-142.8,-2.9,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_027,DAY_01,1,250,E,90,27,1,-141.4,-3.2,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_028,DAY_01,1,250,E,90,28,1,-136.7,-4.5,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_029,DAY_01,1,250,E,90,29,1,-138.3,-3.3,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_030,DAY_01,1,250,E,90,30,1,-136.8,-4.6,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_031,DAY_01,1,250,E,90,31,1,-144,-3.5,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_032,DAY_01,1,250,E,90,32,1,-140.9,-1.5,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_033,DAY_01,1,250,E,90,33,1,-141.7,-4,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_034,DAY_01,1,250,E,90,34,1,-141.3,-4.2,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_035,DAY_01,1,250,E,90,35,0,,,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,91,0
LORA_250M_E_036,DAY_01,1,250,E,90,36,1,-131.5,-5,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_037,DAY_01,1,250,E,90,37,0,,,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,91,0
LORA_250M_E_038,DAY_01,1,250,E,90,38,1,-138.8,-2.3,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_039,DAY_01,1,250,E,90,39,1,-133.1,-4.4,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_040,DAY_01,1,250,E,90,40,0,,,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,91,0
LORA_250M_E_041,DAY_01,1,250,E,90,41,1,-140,-3.8,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_042,DAY_01,1,250,E,90,42,0,,,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,91,0
LORA_250M_E_043,DAY_01,1,250,E,90,43,1,-134.5,-4.4,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_044,DAY_01,1,250,E,90,44,1,-134.6,-1.1,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_045,DAY_01,1,250,E,90,45,1,-135.3,-3.6,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_046,DAY_01,1,250,E,90,46,0,,,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,91,0
LORA_250M_E_047,DAY_01,1,250,E,90,47,1,-138.7,-4.3,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_048,DAY_01,1,250,E,90,48,1,-134,-4.5,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_049,DAY_01,1,250,E,90,49,1,-134.3,-6,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_050,DAY_01,1,250,E,90,50,1,-134.4,-0.8,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_051,DAY_01,1,250,E,90,51,1,-139.6,-2.5,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_052,DAY_01,1,250,E,90,52,1,-136,-5.3,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_053,DAY_01,1,250,E,90,53,1,-141.1,-0.6,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_054,DAY_01,1,250,E,90,54,1,-137,-2.8,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_055,DAY_01,1,250,E,90,55,1,-142.4,-3.6,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_056,DAY_01,1,250,E,90,56,1,-137.5,-3.8,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_057,DAY_01,1,250,E,90,57,1,-139,-5.6,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_058,DAY_01,1,250,E,90,58,0,,,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,91,0
LORA_250M_E_059,DAY_01,1,250,E,90,59,1,-133.7,-1.6,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_060,DAY_01,1,250,E,90,60,1,-135.9,-3.8,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_061,DAY_01,1,250,E,90,61,1,-136.6,-1.3,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_062,DAY_01,1,250,E,90,62,1,-138.9,-3.5,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_063,DAY_01,1,250,E,90,63,1,-137.5,-4,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_064,DAY_01,1,250,E,90,64,0,,,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,91,0
LORA_250M_E_065,DAY_01,1,250,E,90,65,0,,,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,91,0
LORA_250M_E_066,DAY_01,1,250,E,90,66,0,,,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,91,0
LORA_250M_E_067,DAY_01,1,250,E,90,67,1,-136.6,-2.4,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_068,DAY_01,1,250,E,90,68,1,-138.7,-2.4,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_069,DAY_01,1,250,E,90,69,1,-137,-3.4,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_070,DAY_01,1,250,E,90,70,1,-137.1,-1.2,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_071,DAY_01,1,250,E,90,71,1,-134.3,-2.8,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_072,DAY_01,1,250,E,90,72,1,-139.9,0.4,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_073,DAY_01,1,250,E,90,73,1,-133.6,-4.5,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_074,DAY_01,1,250,E,90,74,1,-135.8,-3.9,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_075,DAY_01,1,250,E,90,75,1,-141.8,-2.7,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_076,DAY_01,1,250,E,90,76,1,-138.1,-4.5,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_077,DAY_01,1,250,E,90,77,1,-138.4,-5.1,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_078,DAY_01,1,250,E,90,78,1,-130,-4.2,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_079,DAY_01,1,250,E,90,79,1,-134.4,-3.8,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_080,DAY_01,1,250,E,90,80,1,-136.6,-1.4,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_081,DAY_01,1,250,E,90,81,0,,,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,91,0
LORA_250M_E_082,DAY_01,1,250,E,90,82,1,-137,-5.5,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_083,DAY_01,1,250,E,90,83,1,-135.9,-1.7,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_084,DAY_01,1,250,E,90,84,1,-139.7,-4.1,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_085,DAY_01,1,250,E,90,85,1,-136.8,-1.1,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_086,DAY_01,1,250,E,90,86,1,-132.8,-3.7,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_087,DAY_01,1,250,E,90,87,1,-139.7,-3.2,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_088,DAY_01,1,250,E,90,88,1,-138.3,-1.1,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_089,DAY_01,1,250,E,90,89,1,-135.3,-6.4,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_090,DAY_01,1,250,E,90,90,1,-144.3,-2.4,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_091,DAY_01,1,250,E,90,91,1,-136,-4.3,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_092,DAY_01,1,250,E,90,92,1,-135.8,-2.8,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_093,DAY_01,1,250,E,90,93,1,-141.8,-3.8,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_094,DAY_01,1,250,E,90,94,0,,,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,91,0
LORA_250M_E_095,DAY_01,1,250,E,90,95,1,-139.3,-4.8,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_096,DAY_01,1,250,E,90,96,1,-141.2,-3.3,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_097,DAY_01,1,250,E,90,97,1,-140.2,-3.4,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_E_098,DAY_01,1,250,E,90,98,0,,,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,91,0
LORA_250M_E_099,DAY_01,1,250,E,90,99,0,,,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,91,0
LORA_250M_E_100,DAY_01,1,250,E,90,100,1,-144,-2.3,multiple_walls_long_range_edge_link,GW_01,TX_250M_E,,1
LORA_250M_SE_001,DAY_01,1,250,SE,135,1,1,-139.3,-6.1,multiple_walls_long_range_edge_link,GW_01,TX_250M_SE,,1
LORA_250M_SE_002,DAY_01,1,250,SE,135,2,1,-144.4,-4.3,multiple_walls_long_range_edge_link,GW_01,TX_250M_SE,,1
LORA_250M_SE_003,DAY_01,1,250,SE,135,3,1,-134,-3.5,multiple_walls_long_range_edge_link,GW_01,TX_250M_SE,,1
LORA_250M_SE_004,DAY_01,1,250,SE,135,4,1,-133,-1.1,multiple_walls_long_range_edge_link,GW_01,TX_250M_SE,,1
LORA_250M_SE_005,DAY_01,1,250,SE,135,5,1,-140.8,-4.3,multiple_walls_long_range_edge_link,GW_01,TX_250M_SE,,1
LORA_250M_SE_006,DAY_01,1,250,SE,135,6,0,,,multiple_walls_long_range_edge_link,GW_01,TX_250M_SE,91,0
LORA_250M_SE_007,DAY_01,1,250,SE,135,7,1,-141.6,-5.8,multiple_walls_long_range_edge_link,GW_01,TX_250M_SE,,1
LORA_250M_SE_008,DAY_01,1,250,SE,135,8,1,-143.7,-5.2,multiple_walls_long_range_edge_link,GW_01,TX_250M_SE,,1
LORA_250M_SE_009,DAY_01,1,250,SE,135,9,1,-137.6,-5.7,multiple_walls_long_range_edge_link,GW_01,TX_250M_SE,,1
LORA_250M_SE_010,DAY_01,1,250,SE,135,10,1,-142.2,-5.9,multiple_walls_long_range_edge_link,GW_01,TX_250M_SE,,1
LORA_250M_SE_011,DAY_01,1,250,SE,135,11,1,-140.4,-3.1,multiple_walls_long_range_edge_link,GW_01,TX_250M_SE,,1
LORA_250M_SE_012,DAY_01,1,250,SE,135,12,1,-138.3,-3.9,multiple_walls_long_range_edge_link,GW_01,TX_250M_SE,,1
LORA_250M_SE_013,DAY_01,1,250,SE,135,13,1,-144.2,-5.1,multiple_walls_long_range_edge_link,GW_01,TX_250M_SE,,1
LORA_250M_SE_014,DAY_01,1,250,SE,135,14,1,-135.4,-3.1,multiple_walls_long_range_edge_link,GW_01,TX_250M_SE,,1
LORA_250M_SE_015,DAY_01,1,250,SE,135,15,1,-132.5,-5.4,multiple_walls_long_range_edge_link,GW_01,TX_250M_SE,,1
LORA_250M_SE_016,DAY_01,1,250,SE,135,16,1,-138.2,-4.7,multiple_walls_long_range_edge_link,GW_01,TX_250M_SE,,1
LORA_250M_SE_017,DAY_01,1,250,SE,135,17,0,,,multiple_walls_long_range_edge_link,GW_01,TX_250M_SE,91,0
LORA_250M_SE_018,DAY_01,1,250,SE,135,18,1,-134,-4.4,multiple_walls_long_range_edge_link,GW_01,TX_250M_SE,,1
LORA_250M_SE_019,DAY_01,1,250,SE,135,19,1,-142,-6,multiple_walls_long_range_edge_link,GW_01,TX_250M_SE,,1
LORA_250M_SE_020,DAY_01,1,250,SE,135,20,1,-139.9,-4.1,multiple_walls_long_range_edge_link,GW_01,TX_250M_SE,,1
LORA_250M_SE_021,DAY_01,1,250,SE,135,21,0,,,multiple_walls_long_range_edge_link,GW_01,TX_250M_SE,91,0
LORA_250M_SE_022,DAY_01,1,250,SE,135,22,1,-140.6,-5.4,multiple_walls_long_range_edge_link,GW_01,TX_250M_SE,,1
LORA_250M_SE_023,DAY_01,1,250,SE,135,23,1,-132.7,-2.9,multiple_walls_long_range_edge_link,GW_01,TX_250M_SE,,1
LORA_250M_SE_024,DAY_01,1,250,SE,135,24,1,-135.5,-4.4,multiple_walls_long_range_edge_link,GW_01,TX_250M_SE,,1
LORA_250M_SE_025,DAY_01,1,250,SE,135,25,1,-136.3,-5.1,multiple_walls_long_range_edge_link,GW_01,TX_250M_SE,,1
LORA_250M_SE_026,DAY_01,1,250,SE,135,26,1,-137.6,-3.7,multiple_walls_long_range_edge_link,GW_01,TX_250M_SE,,1
LORA_250M_SE_027,DAY_01,1,250,SE,135,27,1,-139.5,-6,multiple_walls_long_range_edge_link,GW_01,TX_250M_SE,,1
LORA_250M_SE_028,DAY_01,1,250,SE,135,28,1,-134.2,-3.3,multiple_walls_long_range_edge_link,GW_01,TX_250M_SE,,1
LORA_250M_SE_029,DAY_01,1,250,SE,135,29,1,-133.7,-4.4,multiple_walls_long_range_edge_link,GW_01,TX_250M_SE,,1
LORA_250M_SE_030,DAY_01,1,250,SE,135,30,1,-138.7,-2.8,multiple_walls_long_range_edge_link,GW_01,TX_250M_SE,,1
